0,2013-07-15 17:15:19,1,8872,291840,92
1,2011-07-19 23:26:24,2,18890,760336,0
2,2011-07-26 22:58:35,2,2902,76746,0
3,2011-07-28 22:27:12,2,103222,954442,0
4,2011-07-29 21:26:27,2,107134,885380,0
5,2011-07-31 04:11:38,2,44228,813568,0
6,2011-08-02 23:17:39,2,109242,1157330,0
7,2011-08-03 22:14:08,2,51736,870914,0
8,2011-08-04 21:41:33,2,18390,652704,0
